' ই.এম.	' I.ema.
শিশু	shishu
শিশু ঘোটকী	shishu ghoaki
শিশু-হংসী	shishu-hansi
শিশুদের জন্য পশমে বোনা জুতা	shishudera jan'ya pashame bona juta
শিশুবিদ্যালয়	shishubidyalaya
শিশুবিদ্যালয়	shishubidyalaya
শিশুভোলান ছড়া	shishubholana chara
শিশুর ক্যাঙ্গারুর নর	shishura kyangarura nara
শিশুর গম্ভীর গর্জন	shishura gambhira garjana
শিশুরোগ	shishuroga
শিশুশালা	shishushala
শিশুসুলভ	shishusulabha
শিশ্ন	shishna
শিষ্টাচার	shisacara
শিষ্য	shisya
শিষ্য	shisya
শিহরণ	shiharana
শিহরিত	shiharita
শিহরিত করা	shiharita kara
শীঘ্রই	shighra'i
শীতযাপন করা	shitayapana kara
শীতযাপনতা	shitayapanata
শীতল	shitala
শীতল করা	shitala kara
শীর্ষ	shirsa
শীর্ষদেশে থাকা	shirsadeshe thaka
শুঁটি	shumi
শুঁড়ী	shumri
শুঁয়া	shumya
শুকনো	shukano
শুকনো - ইন - উল	shukano - ina - ula
শুক্র	shukra
শুক্র	shukra
শুক্রবার	shukrabara
শুক্রাণু	shukranu
শুঙ্গ	shunga
শুটিং	shuing
শুধা	shudha
শুধুমাত্র	shudhumatra
শুনা	shuna
শুনান	shunana
শুনিতে পাইবার মত দূরত্ব	shunite pa'ibara mata duratba
শুনিয়াই অপরাধী সাব্যস্ত	shuniya'i aparadhi sabyasta
শুভ - যেতে- ভাগ্যবান	shubha - yete- bhagyabana
শুভক্ষণ	shubhaksana
শুভেচ্ছা	shubheccha
শুভেচ্ছা	shubheccha
শুয়োরের মাংস	shuyorera mansa
শুরু	shuru
শুরু	shuru
শুরু	shuru
শুল্ক	shulka
শুল্ক	shulka
শুশুক	shushuka
শুশুক	shushuka
শুষ্ক	shuska
শুষ্ক - পরিচ্ছন্ন	shuska - paricchanna
শুষ্ক ক্লীনার্স	shuska klinarsa
শুষ্ক খড়কুটা	shuska kharakua
শুষ্ক খড়কুটার রাখার বাক্স	shuska kharakuara rakhara baksa
শুষ্ক দ্রব্যের পরিমাণবিশেষ	shuska drabyera parimanabishesa
শুষ্ক পণ্য	shuska panya
শুষ্ক বরফ	shuska barapha
শুষ্ক রান	shuska rana
শূকর	shukara
শূকর	shukara
শূকরের খোঁয়াড়	shukarera khomyara
শূন্য	shun'ya
শূন্য	shun'ya
শূন্য	shun'ya
শূন্যগর্ভ	shun'yagarbha
শূন্যতা	shun'yata
শূন্যস্থান	shun'yasthana
শূন্যে	shun'ye
শৃগাল	shrgala
শৃঙ্খল	shrnkhala
শৃঙ্খলা	shrnkhala
শৃঙ্গাকার	shrngakara
শেখান	shekhana
শেত্তলাগুলি	shettalaguli
শেরি	sheri
শেরিফ	sheripha
শেল্ভিং	shelbhing
শেষ	shesa
শেষ	shesa
শেষ	shesa
শেষ জোন	shesa jona
শেষকৃত্যের হোম	shesakrtyera homa
শেষবিচারের দিন	shesabicarera dina
শৈলপ্রান্ত	shailapranta
শৈলান্তরীপ	shailantaripa
শৈলী	shaili
শৈশব	shaishaba
শো	sho
শো - বন্ধ	sho - bandha
শো ব্যবসা	sho byabasa
শোঁ শব্দ	shom shabda
শোঁকা	shomka
শোক করা	shoka kara
শোচনীয়	shocaniya
শোচনীয়	shocaniya
শোচনীয়ভাবে	shocaniyabhabe
শোধন করা	shodhana kara
শোধনাগার	shodhanagara
শোধাক্ষমতা	shodhaksamata
শোধিত	shodhita
শোনা	shona
শোনা	shona
শোনা	shona
শোভন	shobhana
শোভন হত্তয়া	shobhana hattaya
শোভনতা	shobhanata
শোভনভাবে	shobhanabhabe
শোভাবর্ধনার্থ দেত্তয়া সূত্রগুচ্ছ	shobhabardhanartha dettaya sutraguccha
শোভাময় করে এমন	shobhamaya kare emana
শোভাযাত্রা	shobhayatra
শোয়ান	shoyana
শোরুম	shoruma
শোষ	shosa
শোষ	shosa
শোষক	shosaka
শোষণ	shosana
শোষণ	shosana
শোষণ	shosana
শোষিত	shosita
শোষিত	shosita
শৌখিন	shaukhina
শ্বসন	shbasana
শ্বসন	shbasana
শ্বসন করা	shbasana kara
শ্বাস ফেলা	shbasa phela
শ্বাসক্রিয়া	shbasakriya
শ্বাসগ্রহণকারী	shbasagrahanakari
শ্বাসনালী	shbasanali
শ্বাসযন্ত্রের	shbasayantrera
শ্বাসরোধ করা	shbasarodha kara
শ্বাসরোধ করা	shbasarodha kara
শ্বাসরোধ করা	shbasarodha kara
শ্বাসরোধী	shbasarodhi
শ্বাসাঘাত	shbasaghata
শ্বেততাপ	shbetatapa
শ্মশ্রুধারী	shmashrudhari
শ্যামল	shyamala
শ্যামলিমা	shyamalima
শ্যামাঙ্গিনী	shyamangini
শ্যাম্পু	shyampu
শ্রদ্ধা	shrad'dha
শ্রদ্ধা করা	shrad'dha kara
শ্রদ্ধা-নিবেদন	shrad'dha-nibedana
শ্রদ্ধাশীল	shrad'dhashila
শ্রদ্ধেয়	shrad'dheya
শ্রদ্ধেয়	shrad'dheya
শ্রবণ	shrabana
শ্রবণ -প্রতিবন্ধী	shrabana -pratibandhi
শ্রবণ এইড	shrabana e'ida
শ্রবণ ত্ত দর্শন একই সঙ্গে হয় এমন	shrabana tta darshana eka'i sange haya emana
শ্রবণশক্তি	shrabanashakti
শ্রবণাতীত	shrabanatita
শ্রমবিমুখতা	shramabimukhata
শ্রমশীল	shramashila
শ্রমসাধ্য	shramasadhya
শ্রমসাধ্য	shramasadhya
শ্রমসাধ্য	shramasadhya
শ্রান্ত	shranta
শ্রাব্য	shrabya
শ্রুতি	shruti
শ্রুতিলিখন	shrutilikhana
শ্রুতিলেখক	shrutilekhaka
শ্রেণী	shreni
শ্রেণী	shreni
শ্রেণীবদ্ধ করা	shrenibad'dha kara
শ্রেণীবিন্যাস	shrenibin'yasa
শ্রেণীবিন্যাস	shrenibin'yasa
শ্রেণীভুক্ত করা	shrenibhukta kara
শ্রেষ্ঠ হত্তয়া	shresha hattaya
শ্রেষ্ঠত্ব	shreshatba
শ্রোণীচক্র	shronicakra
শ্রোতৃমণ্ডলীর জন্য নির্দিষ্ট স্থান	shrotrmandalira jan'ya nirdisa sthana
শ্রোর্ণী	shrorni
শ্লথ	shlatha
শ্লেষ	shlesa
শ্লেষ	shlesa
ষট্কোণ	shakona
ষড়্ভুজাকার	sharbhujakara
ষণ্ড	shanda
ষদচ্ছ	shadaccha
ষদুন্মুক্তভাবে	shadunmuktabhabe
ষষ্টিতম	shasitama
ষষ্ঠ	shasha
ষষ্ঠ ইন্দ্রিয়	shasha indriya
ষাঁড়	shamra
ষাট	shaa
ষোড়শ	shorasha
ষোল	shola
ষ্টীল লাইফ	shila la'ipha
ষৎ ধূসর	shat dhusara
ষৎ রঁজন	shat ramjana
ষৎ লোণা	shat lona
সঁচয় উপায়	Samcaya upaya
সঁজাত	Samjata
সংকীর্ণ	Sankirna
সংকীর্ণ	Sankirna
সংকীর্ণচিত্ততা	Sankirnacittata
সংকীর্ণতা	Sankirnata
সংকীর্ণভাবে	Sankirnabhabe
সংকীর্তন	Sankirtana
সংকেত	Sanketa
সংক্রমণ	Sankramana
সংক্রমণগত	Sankramanagata
সংক্রমণের	Sankramanera
সংক্রান্ত	Sankranta
সংক্রান্ত প্রচুর কড়া	Sankranta pracura kara
সংক্রামক	Sankramaka
সংক্রামিত করা	Sankramita kara
সংক্ষিপ্ত	Sanksipta
সংক্ষিপ্ত	Sanksipta
সংক্ষিপ্ত	Sanksipta
সংক্ষিপ্ত করা	Sanksipta kara
সংক্ষিপ্ততা	Sanksiptata
সংক্ষিপ্তবৃত্তি	Sanksiptabrtti
সংক্ষিপ্তভাবে	Sanksiptabhabe
সংক্ষিপ্তসার	Sanksiptasara
সংক্ষিপ্তসার	Sanksiptasara
সংক্ষেপ	Sanksepa
সংক্ষেপ করা	Sanksepa kara
সংক্ষেপ করা	Sanksepa kara
সংখ্যা	Sankhya
সংখ্যা নির্ণয় করা	Sankhya nirnaya kara
সংখ্যাগত	Sankhyagata
সংখ্যায় অধিক হত্তয়া	Sankhyaya adhika hattaya
সংখ্যায় ব্যক্ত করা	Sankhyaya byakta kara
সংখ্যাসূচক	Sankhyasucaka
সংখ্যাসূচকভাবে	Sankhyasucakabhabe
সংগঠন	Sangahana
সংগঠিত	Sangahita
সংগঠিত	Sangahita
সংগঠিত করা	Sangahita kara
সংগীত ইত্যাদিতে অতিমিষ্টত্ব বা ন্যাকাপনা	Sangita ityadite atimisatba ba n'yakapana
সংগ্রহ	Sangraha
সংগ্রহস্থল	Sangrahasthala
সংগ্রহস্থলের	Sangrahasthalera
সংগ্রাম	Sangrama
সংগ্রাম করা	Sangrama kara
সংঘটনের পরে বোধোদয়	Sanghaanera pare bodhodaya
সংচিতি	Sanciti
সংজ্ঞা	Sanjna
সংজ্ঞাবহ	Sanjnabaha
সংপৃক্তি	Samprkti
সংবাদ সম্মেলনে	Sambada sam'melane
সংবাদ হিসেবে	Sambada hisebe
সংবাদদাতা	Sambadadata
সংবাদদাতা	Sambadadata
সংবাদদাতা	Sambadadata
সংবাদপত্র	Sambadapatra
সংবাদপত্র ছাপানর কাগজ	Sambadapatra chapanara kagaja
সংবাদবাহক	Sambadabahaka
সংবাদবাহী পত্র	Sambadabahi patra
সংবিগ্ন	Sambigna
সংবিধি	Sambidhi
সংবিধিবদ্ধ	Sambidhibad'dha
সংবিধিবদ্ধ ধর্ষণ	Sambidhibad'dha dharsana
সংবেদন	Sambedana
সংবেদনবাদ	Sambedanabada
সংবেদনশীল	Sambedanashila
সংবেদনশীলতা	Sambedanashilata
সংবেদনশীলতা	Sambedanashilata
সংবেদনশীলভাবে	Sambedanashilabhabe
সংভরণ	Sambharana
সংযত	Sanyata
সংযমন	Sanyamana
সংযাত্রী	Sanyatri
সংযুক্ত	Sanyukta
সংযোজন	Sanyojana
সংযোজন	Sanyojana
সংযোজিত করা	Sanyojita kara
সংরক্ষণ	Sanraksana
সংরক্ষণ	Sanraksana
সংরক্ষণ	Sanraksana
সংরক্ষণকর	Sanraksanakara
সংরক্ষণশীল	Sanraksanashila
সংরক্ষিত	Sanraksita
সংরক্ষিত	Sanraksita
সংরক্ষিত করা	Sanraksita kara
সংলগ্ন	Sanlagna
সংলগ্ন করা	Sanlagna kara
সংলাপ	Sanlapa
সংশয়বাদ	Sanshayabada
সংশোধন	Sanshodhana
সংশোধন	Sanshodhana
সংশোধন	Sanshodhana
সংশোধন করা	Sanshodhana kara
সংশোধনাতীত	Sanshodhanatita
সংশ্লিষ্ট	Sanshlisa
সংশ্লেষ	Sanshlesa
সংশ্লেষ করা	Sanshlesa kara
সংশ্লেষণ	Sanshlesana
সংশ্লেষণগুলোতে	Sanshlesanagulote
সংসদ	Sansada
সংসদীয়	Sansadiya
সংসর্গ	Sansarga
সংস্করণ	Sanskarana
সংস্করণ	Sanskarana
সংস্করণ	Sanskarana
সংস্কার	Sanskara
সংস্কার স্কুল	Sanskara skula
সংস্কারক	Sanskaraka
সংস্কারক	Sanskaraka
সংস্কারমুক্ত	Sanskaramukta
সংস্থান	Sansthana
সংস্থাপন	Sansthapana
সংহতি	Sanhati
সংহতিনাশক	Sanhatinashaka
সংহিতা	Sanhita
সকর্মক	Sakarmaka
সকল অবস্থাতেই	Sakala abasthate'i
সকাম	Sakama
সকাল	Sakala
সকেট	Sakea
সক্রিয়	Sakriya
সক্রিয়	Sakriya
সক্রিয়	Sakriya
সক্রিয়	Sakriya
সক্রিয় করা	Sakriya kara
সক্ষম	Saksama
সক্ষম	Saksama
সঙ্কল্প	Sankalpa
সঙ্কীর্ণ	Sankirna
সঙ্কীর্ণমনা ব্যক্তি	Sankirnamana byakti
সঙ্কুচিত	Sankucita
সঙ্কুচিত - মোড়ানো	Sankucita - morano
সঙ্কুচিত করা	Sankucita kara
সঙ্কোচন	Sankocana
সঙ্কোচনীয়	Sankocaniya
সঙ্গত	Sangata
সঙ্গতবাদক	Sangatabadaka
সঙ্গতি	Sangati
সঙ্গরোধ	Sangarodha
