বহন অন	Bahana ana
অন্ত্যেষ্টিক্রিয়া	Antyēṣṭikriẏā
তহবিল	Tahabila
তহবিল বৃদ্ধিকারী	Tahabila br̥d'dhikārī
তহবিল	Tahabila
মৌলিক	Maulika
মৌলিকভাবে	Maulikabhābē
অন্ধবিশ্বাসী	Andhabiśbāsī
অন্ধবিশ্বাস	Andhabiśbāsa
মৌলিক	Maulika
তহবিল	Tahabila
বৈশিষ্ট্যগুলি	Baiśiṣṭyaguli
কার্মিক	Kārmika
ক্রিয়া	Kriẏā
মজা	Majā
উপধূপন	Upadhūpana
বাষ্প দেত্তয়া	Bāṣpa dēttaẏā
ধোঁয়া	Dhōm̐ẏā
ধূম্র	Dhūmra
এলোমেলো কথা বলা	Ēlōmēlō kathā balā
সম্পূর্ণরূপে	Sampūrṇarūpē
পুরো সময়	Purō samaẏa
পূর্ণ মাত্রার	Pūrṇa mātrāra
পূর্ণিমা	Pūrṇimā
পূর্ণপ্রসারিত দেহে	Pūrṇaprasārita dēhē
পুরো ঘর	Purō ghara
কারকিত	Kārakita
প্রফুল্লিত	Praphullita
পূর্ণ	Pūrṇa
সিদ্ধি	Sid'dhi
পরিপূরক	Paripūraka
পূর্ণ	Pūrṇa
মেটান	Mēṭāna
অবলম্বন	Abalambana
পলাতক	Palātaka
জ্বালানি	Jbālāni
অর্থহীন	Arthahīna
যৌনসঙ্গম	Yaunasaṅgama
fucker	Fucker
আপ fucked	Āpa fucked
যৌনসঙ্গম	Yaunasaṅgama
ফুট .	Phuṭa.
ফ্রাইং প্যান	Phrā'iṁ pyāna
চড়ুইভাতি	Caṛu'ibhāti
পরাজয়	Parājaẏa
হতাশাজনক	Hatāśājanaka
হতাশ	Hatāśa
পরাভূত করা	Parābhūta karā
frumpy	Frumpy
ফলবতী	Phalabatī
ফল	Phala
fruitlessly	Fruitlessly
নিষ্ফল	Niṣphala
সিদ্ধি	Sid'dhi
ফলপ্রসূ	Phalaprasū
ফলের মাছি	Phalēra māchi
fruitcake	Fruitcake
ফল	Phala
frugally	Frugally
মিতব্যয়	Mitabyaẏa
মিতব্যয়ী	Mitabyaẏī
হিমায়িত	Himāẏita
নিথর হয়েছে	Nithara haẏēchē
ভ্রূকুটি	Bhrūkuṭi
শূন্যগর্ভ	Śūn'yagarbha
ফেনা	Phēnā
তুষারতুল্য	Tuṣāratulya
তুষারকণা	Tuṣārakaṇā
তুষারপাত	Tuṣārapāta
তুষারাবৃত	Tuṣārābr̥ta
তুষারস্পর্শে দেহের প্রদাহ	Tuṣārasparśē dēhēra pradāha
হিম	Hima
সামনে মানুষ	Sāmanē mānuṣa
সীমানা	Sīmānā
সীমান্ত	Sīmānta
সম্মুখ	Sam'mukha
সম্মূখভাগ	Sam'mūkhabhāga
সদর	Sadara
পর্ণ	Parṇa
থেকে	Thēkē
কৌতুক	Kautuka
বেঙ	Bēṅa
ইতস্তত	Itastata
frizzy	Frizzy
কোঁকড়ান	Kōm̐kaṛāna
frivolously	Frivolously
অসার	Asāra
মূর্খতা	Mūrkhatā
শামুক	Śāmuka
ক্রীড়ারত	Krīṛārata
উল্লম্ফন	Ullamphana
Frisbee	Frisbee
পাড় সুবিধা	Pāṛa subidhā
পাড়	Pāṛa
আড়ম্বরপূর্ণ	Āṛambarapūrṇa
ঝালর	Jhālara
নিরাবেগ	Nirābēga
হিমশীতল	Himaśītala
ভয়ঙ্কর	Bhaẏaṅkara
frighteningly	Frighteningly
ভয়ানক	Bhaẏānaka
ভীত	Bhīta
আতঙ্কিত	Ātaṅkita
ভয়	Bhaẏa
রণতরিবিশেষ	Raṇataribiśēṣa
ছাদের কারুকার্য	Chādēra kārukārya
ফ্রাই	Phrā'i
বন্ধুত্ব	Bandhutba
বন্ধুত্বপূর্ণ	Bandhutbapūrṇa
বন্ধুভাবাপন্নতা	Bandhubhābāpannatā
বন্ধুহীন	Bandhuhīna
বন্ধু	Bandhu
ভাজা	Bhājā
রেফ্রিজারেটর	Rēphrijārēṭara
শুক্রবার	Śukrabāra
ঘর্ষণ	Gharṣaṇa
খ্রীষ্টান ভিক্ষু	Khrīṣṭāna bhikṣu
শুক্র	Śukra
ফ্রয়েডের	Phraẏēḍēra
বদমেজাজি	Badamējāji
জ্বালাতন করা	Jbālātana karā
ঈষৎ	Īṣaṯ
ঠাণ্ডাই	Ṭhāṇḍā'i
নবীন	Nabīna
পুনশ্চ	Punaśca
তাজা করা	Tājā karā
তাজা	Tājā
ঘনঘন	Ghanaghana
ঘন	Ghana
ফ্রিকোয়েন্সি	Phrikōẏēnsi
উন্মত্ততা	Unmattatā
প্রমত্ত	Pramatta
ফ্যানাটিক	Phyānāṭika
ফরাসি টোস্ট	Pharāsi ṭōsṭa
ফরাসি ভাজা	Pharāsi bhājā
ফরাসি রুটি	Pharāsi ruṭi
ফরাসি	Pharāsi
মালবাহী ট্রেন	Mālabāhī ṭrēna
ফ্রেইটারের	Phrē'iṭārēra
মালবাহী	Mālabāhī
হিমাঙ্ক	Himāṅka
জমা	Jamā
হিমায়ক	Himāẏaka
- নিথর শুকনো	- Nithara śukanō
হিমায়িত করা	Himāẏita karā
স্বাধীন ইচ্ছা	Sbādhīna icchā
freewheeling	Freewheeling
ফ্রিওয়ে	Phri'ōẏē
Freethinking	Freethinking
যুক্তিবাদী	Yuktibādī
বাক স্বাধীনতা	Bāka sbādhīnatā
বিনামূল্যে - পরিসীমা	Bināmūlyē - parisīmā
মুক্ত বাজার	Mukta bājāra
অবাধে	Abādhē
freeloader	Freeloader
freeload	Freeload
ফ্রিল্যান্সার	Phrilyānsāra
ফ্রিল্যান্স	Phrilyānsa
খালিহাতে কৃত	Khālihātē kr̥ta
বিনামূল্যে জন্য সব	Bināmūlyē jan'ya saba
ফ্রি এন্টারপ্রাইজ	Phri ēnṭāraprā'ija
স্বাধীনতা	Sbādhīnatā
freebie	Freebie
বিনামূল্যে	Bināmūlyē
freckled	Freckled
ছুলি	Chuli
খেয়াল আউট	Khēẏāla ā'uṭa
খামখেয়াল	Khāmakhēẏāla
দাঙ্গাহাঙ্গামা	Dāṅgāhāṅgāmā
পরিপূর্ণ	Paripūrṇa
জালিয়াতির মাধ্যমে	Jāliẏātira mādhyamē
প্রতারণাপূর্ণ	Pratāraṇāpūrṇa
প্রতারণা	Pratāraṇā
ভাই-ভাই হত্তয়া	Bhā'i-bhā'i hattaẏā
সমধর্মিতা	Samadharmitā
ভ্রাতৃসংক্রান্ত	Bhrātr̥saṅkrānta
Frat	Frat
উন্মত্তবৎ	Unmattabaṯ
ক্ষিপ্ত	Kṣipta
সরলতা	Saralatā
উন্মুক্তভাবে	Unmuktabhābē
Frankfurter	Frankfurter
দিলদরিয়া	Diladariẏā
ভোটাধিকার	Bhōṭādhikāra
ফ্রাংক	Phrāṅka
কাঠামো	Kāṭhāmō
ফ্রেম	Phrēma
ভঙ্গুরতা	Bhaṅguratā
অথর্ব	Atharba
সুগন্ধি	Sugandhi
সুবাস	Subāsa
টুকরা	Ṭukarā
ভঙ্গুরতা	Bhaṅguratā
ভঙ্গুর	Bhaṅgura
ফাটল	Phāṭala
ঝগড়াটে	Jhagaṛāṭē
fractionally	Fractionally
ভগ্নাঙ্কঘটিত	Bhagnāṅkaghaṭita
ভগ্নাংশ	Bhagnānśa
হট্টগোল	Haṭṭagōla
হোটেলের বড় হলঘর	Hōṭēlēra baṛa halaghara
চতুর	Catura
Foxtrot	Foxtrot
আশ্রয়-কোটর	Āśraẏa-kōṭara
শিয়াল	Śiẏāla
পাখি	Pākhi
চার চাকা ড্রাইভ	Cāra cākā ḍrā'ibha
জুলাই চতুর্থ	Julā'i caturtha
চতুর্থত	Caturthata
চতুর্থ	Caturtha
চতুর্দশ	Caturdaśa
চতুর্দশ	Caturdaśa
মুখখিস্তি	Mukhakhisti
চার পাতার ক্লোভার	Cāra pātāra klōbhāra
চার	Cāra
পেন	Pēna
ফোয়ারা	Phōẏārā
ঢালাইয়ের কারখানা	Ḍhālā'iẏēra kārakhānā
জনক	Janaka
প্রতিষ্ঠাতা	Pratiṣṭhātā
ভিত	Bhita
পাওয়া	Pā'ōẏā
জুয়াচুরি	Juẏācuri
ফাউল বল	Phā'ula bala
নোংরা	Nōnrā
প্রতিদ্বন্দিতাপূর্ণ	Pratidbanditāpūrṇa
লালনপালন করা	Lālanapālana karā
অশ্মীভূত করা	Aśmībhūta karā
জীবাশ্ম জ্বালানী	Jībāśma jbālānī
জীবাশ্ম	Jībāśma
forwent	Forwent
সম্মুখে	Sam'mukhē
দূরদর্শী	Dūradarśī
অগ্রবর্তী ঠিকানা	Agrabartī ṭhikānā
অগ্রবর্তী	Agrabartī
ফোরাম	Phōrāma
চল্লিশ	Calliśa
ভাগ্যপরীক্ষক	Bhāgyaparīkṣaka
ভাগ্য কুকি	Bhāgya kuki
ভাগ্য	Bhāgya
ভাগ্যক্রমে	Bhāgyakramē
ঋদ্ধ	R̥d'dha
আধিদৈবিক	Ādhidaibika
দুর্গ	Durga
সহ্য	Sahya
শক্তি বাড়ান	Śakti bāṛāna
দুর্গ	Durga
চত্বারিংশত্তম	Catbārinśattama
স্পষ্টাস্পষ্টি	Spaṣṭāspaṣṭi
আসন্ন	Āsanna
উচ্চৈ: স্বরে	Uccai: Sbarē
উদাত্ত সুর	Udātta sura
কেল্লা	Kēllā
forsworn	Forsworn
forswore	Forswore
মিথ্যা শপথ করা	Mithyā śapatha karā
ত্যাগ	Tyāga
পরিত্যক্ত	Parityakta
পরিত্যাগ করা	Parityāga karā
ব্যভিচার	Byabhicāra
ব্যভিচার	Byabhicāra
তৈয়ার	Taiẏāra
সূত্রবদ্ধ করা	Sūtrabad'dha karā
সূত্র	Sūtra
সূত্র	Sūtra
ফর্ম চিঠি	Pharma ciṭhi
নিরাকার	Nirākāra
formidably	Formidably
দুর্দান্ত	Durdānta
পূর্বে	Pūrbē
সাবেক	Sābēka
গঠনমূলক	Gaṭhanamūlaka
গঠন	Gaṭhana
বিন্যাস	Bin'yāsa
যথাবিধি	Yathābidhi
ডিক্রী করা	Ḍikrī karā
আনুষ্ঠানিকতা	Ānuṣṭhānikatā
ফর্মালডিহাইড	Pharmālaḍ'̔ihā'iḍa
আনুষ্ঠানিক	Ānuṣṭhānika
ফর্ম	Pharma
অভাগা	Abhāgā
ফর্ক লিফট	Pharka liphaṭa
কাঁটাত্তয়ালা	Kām̐ṭāttaẏālā
বিস্মৃত	Bismr̥ta
কাঁটাচামচ	Kām̐ṭācāmaca
ভুলে গেছি	Bhulē gēchi
forgone	Forgone
ত্যাগ করা	Tyāga karā
মার্জনা	Mārjanā
ক্ষমা	Kṣamā
ক্ষমা	Kṣamā
ক্ষমা করা	Kṣamā karā
মার্জনীয়	Mārjanīẏa
ফরগের্টমিনট	Pharagērṭaminaṭa
বিস্মৃতি	Bismr̥ti
ভুলো	Bhulō
ভুলে	Bhulē
জালিয়াতি	Jāliẏāti
কামার	Kāmāra
কামারশালা	Kāmāraśālā
forgave	Forgave
বাজেয়াপ্ত	Bājēẏāpta
ভূমিকা	Bhūmikā
পূর্বেই সতর্ক করা	Pūrbē'i satarka karā
চিরতরে	Ciratarē
ভবিষ্যদ্বাণী করেছিলেন	Bhabiṣyadbāṇī karēchilēna
দূরদর্শিতা	Dūradarśitā
গনা	Ganā
পূর্বাস্বাদন	Pūrbāsbādana
বনপালনবিদ্যা	Banapālanabidyā
কিছু আগে করা	Kichu āgē karā
বন	Bana
লিঙ্গত্বক্	Liṅgatbak
দূরদর্শিতা	Dūradarśitā
পূর্বাভাস দেত্তয়া	Pūrbābhāsa dēttaẏā
foreseen	Foreseen
সুদুর	Sudura
আগেই জানা	Āgē'i jānā
ভাবিষ্যদ্বাণী	Bhābiṣyadbāṇī
অগ্রদূত	Agradūta
foreplay	Foreplay
আদালতসম্বন্ধীয়	Ādālatasambandhīẏa
প্রধানতম	Pradhānatama
মোড়ল	Mōṛala
বৈদেশিক মুদ্রা	Baidēśika mudrā
বিদেশী	Bidēśī
বিদেশী	Bidēśī
কপাল	Kapāla
মিতব্যয়ী	Mitabyaẏī
পুরোভূমি	Purōbhūmi
একেবারে পুরোভাগ	Ēkēbārē purōbhāga
তর্জনী	Tarjanī
ফোরক্লোসারের	Phōraklōsārēra
নিবারণ করা	Nibāraṇa karā
পূর্বাভাস	Pūrbābhāsa
পূর্বলক্ষণ	Pūrbalakṣaṇa
হস্ত	Hasta
সম্মুখ	Sam'mukha
হাঁটুজল	Hām̐ṭujala
বলপূর্বক	Balapūrbaka
জবরদস্ত	Jabaradasta
সাঁড়াশী	Sām̐ṛāśī
সজোরে	Sajōrē
জবরদস্ত	Jabaradasta
বল প্রতিপালিত	Bala pratipālita
জোর করিয়া খাত্তয়ান	Jōra kariẏā khāttaẏāna
বাধ্য	Bādhya
বল	Bala
forborne	Forborne
forbore	Forbore
মানা	Mānā
নিষিদ্ধ	Niṣid'dha
নিষেধ করা	Niṣēdha karā
নিবৃত্তি	Nibr̥tti
পূর্বপুরুষ	Pūrbapuruṣa
forbade	Forbade
হানা	Hānā
ঘাস	Ghāsa
জন্য	Jan'ya
পা-চালনার কৌশল	Pā-cālanāra kauśala
পাদুকা	Pādukā
পদচিহ্ন	Padacihna
পাদ	Pāda
পদাঙ্ক	Padāṅka
ফুটপাথ	Phuṭapātha
পাদটীকা	Pādaṭīkā
মুক্ত	Mukta
Footlocker	Footlocker
পাদপ্রদীপ	Pādapradīpa
পদবিক্ষেপ	Padabikṣēpa
পা রাখার জায়গা	Pā rākhāra jāẏagā
Foothill	Foothill
পদব্রজে গমনকারীদের জন্য সেতু	Padabrajē gamanakārīdēra jan'ya sētu
ফুটবল	Phuṭabala
ফুটেজ	Phuṭēja
পা	Pā
অব্যর্থ	Abyartha
অনভিজ্ঞতা	Anabhijñatā
মূর্খতাপূর্ণভাবে	Mūrkhatāpūrṇabhābē
গবা	Gabā
হঠকারী	Haṭhakārī
মূর্খ	Mūrkha
আহার্য সামগ্রী	Āhārya sāmagrī
খাদ্য স্ট্যাম্প	Khādya sṭyāmpa
খাদ্য প্রসেসর	Khādya prasēsara
খাদ্যে বিষক্রিয়া	Khādyē biṣakriẏā
খাদ্য	Khādya
ফন্ট	Phanṭa
স্নেহ	Snēha
কোমলভাবে	Kōmalabhābē
আদর করা	Ādara karā
অনুরাগী	Anurāgī
প্ররোচিত করা	Prarōcita karā
মূর্খতা	Mūrkhatā
অনুপ্রেরিত	Anuprērita
অনুসরণ	Anusaraṇa
শিষ্য	Śiṣya
অনুসরণ করা	Anusaraṇa karā
গুটিকা	Guṭikā
গণতান্ত্রিক	Gaṇatāntrika
ভাবেন	Bhābēna
লোক সঙ্গীত	Lōka saṅgīta
লোকাচারবিদ্যা	Lōkācārabidyā
লোক	Lōka
পর্ণরাজি	Parṇarāji
ফোল্ডার	Phōlḍāra
ভাঁজ	Bhām̐ja
গ্রহণ করান	Grahaṇa karāna
তবক	Tabaka
দুর্বলতা	Durbalatā
পুরান ধারণার	Purāna dhāraṇāra
সাইরেন	Sā'irēna
কুয়াশাচ্ছন্ন	Kuẏāśācchanna
fogbound	Fogbound
কুয়াশা	Kuẏāśā
শত্রু	Śatru
গবাদি পশুর জাব	Gabādi paśura jāba
ফোকাস	Phōkāsa
foci	Foci
ফোকাল পয়েন্ট	Phōkāla paẏēnṭa
ফেনিল	Phēnila
ফেনা রাবার	Phēnā rābāra
ফেনা	Phēnā
গর্দভশাবক	Gardabhaśābaka
এফএম	Ēpha'ēma
Flyswatter	Flyswatter
উড়ন্ত ডিশ্	Uṛanta ḍiś
উড়ন্ত	Uṛanta
বিমানপোতের নৈশধাবন	Bimānapōtēra naiśadhābana
বল উড়ে	Bala uṛē
মাছি	Māchi
গলান	Galāna
ঝাপটানি	Jhāpaṭāni
বংশীবাদক	Banśībādaka
বাঁশি	Bām̐śi
flustered	Flustered
হৈচৈ	Haicai
রাঙা	Rāṅā
ঘনিষ্ঠরূপে	Ghaniṣṭharūpē
বিক্ষোভ	Bikṣōbha
ফ্লোরাইড	Phlōrā'iḍa
প্রতিপ্রভ	Pratiprabha
চাপরাসি	Cāparāsi
কার্যবিপত্তি	Kāryabipatti
প্রক্ষিপ্ত	Prakṣipta
