সম্মিলিতভাবে	sammilitabhabe
সম্মুখ	sammukha
সম্মুখস্থ	sammukhastha
সম্মুখে	sammukhe
সম্মুখের	sammukhera
দিকে	dike
সম্মূখভাগ	sammukhabhaga
সম্মেলন	sammelana
সম্মোহিত	sammohita
সম্যক্	samyak
সম্রাট	samraa
সযত্নে	sayatne
সয়াবিন	sayabina
সয়াসস	sayasasa
পড়া	para
সরতোলা	saratola
দুধ	dudha
সরকার	sarakara
সরকারি	sarakari
সরকারী	sarakari
সরকারী	sarakari
ভাবে	bhabe
সরবরাহ	sarabaraha
সরবরাহ	sarabaraha
চাহিদার	cahidara
সরবরাহ	sarabaraha
করা	kara
সরবরাহকারী	sarabarahakari
করা	kara
রেখা	rekha
শান্ত	shanta
ত্ত	tta
মনোরম	manorama
সরলতা	saralata
সরলভাবে	saralabhabe
সরলমনা	saralamana
সরলীকরণ	saralikarana
সরাই	sarai
সরাইত্তয়ালা	saraittayala
সরাইয়া	saraiya
থেকে	theke
সরাইয়া	saraiya
ফেলা	phela
সরাসরি	sarasari
সরাসরি	sarasari
অবজেক্ট	abajeka
সরিয়া	sariya
যাত্তয়া	yattaya
সরীসৃপ	sarisrpa
সরীসৃপ	sarisrpa
প্রাণী	prani
সরু	saru
সরু	saru
গলি	gali
সরু	saru
টুকরো	ukaro
সরু	saru
রেশমি	reshami
সর্দার	sardara
সর্প	sarpa
সর্পিল	sarpila
সর্বগ্রাসী	sarbagrasi
সর্বজ্ঞ	sarbajna
সর্বজ্ঞতা	sarbajnata
সর্বত্র	sarbatra
সর্বদা	sarbada
সর্বনাম	sarbanama
সর্বনাশ	sarbanasha
সর্বনাশা	sarbanasha
সর্বব্যাধিহর	sarbabyadhihara
সর্বশক্তিমত্তা	sarbashaktimatta
সর্বশক্তিমান	sarbashaktimana
সর্বস্বান্ত	sarbasbanta
সর্বহারা	sarbahara
সর্বাগ্রে	sarbagre
সর্বাধিক	sarbadhika
দূরবর্তী	durabarti
সর্বাধিক	sarbadhika
দূরে	dure
সর্বাধুনিক	sarbadhunika
ফ্যাশনের	phyashanera
জিনিসপত্র	jinisapatra
সর্বেশ্বরবাদ	sarbeshbarabada
সর্বোচ্চ	sarbocca
সর্বোত্কর্ষ	sarbotkarsa
সর্বোত্কৃষ্ট	sarbotkrsa
সর্বোত্তম	sarbottama
সর্বোমোট	sarbomoa
সর্ব্বোচ্চ	sarbbocca
সলজ্জ	salajja
সশঙ্কে	sashanke
সশব্দ	sashabda
সশব্দে	sashabde
সশস্ত্র	sashastra
সশস্ত্র	sashastra
বাহিনী	bahini
সশ্রদ্ধ	sashraddha
সশ্রদ্ধ	sashraddha
বাধ্যতা	badhyata
সসীম	sasima
সসেজ	saseja
সস্তা	sasta
সস্তা	sasta
বস্তু	bastu
কিছুর	kichura
দামে	dame
অন্তর্ভুক্ত	antarbhukta
সস্তা	sasta
ভাবালুতা	bhabaluta
সহকর্মী	sahakarmi
সহকর্মীদের	sahakarmidera
মধ্যে	madhye
অন্তরঙ্গতা	antarangata
ত্ত	tta
পরম্পরের	paramparera
প্রতি	prati
আস্থা	astha
সহকারিতা	sahakarita
সহকারী	sahakari
অধ্যাপক	adhyapaka
করা	kara
সহচরী	sahacari
মান	mana
সুদ	suda
করা	kara
সহজাত	sahajata
সহজে	sahaje
সহদূত	sahaduta
সহদূত	sahaduta
ক্ষেত্রে	ksetre
সহনশীল	sahanashila
সহনশীলতা	sahanashilata
সহনীয়	sahaniya
সহযোগী	sahayogi
সহযোগী	sahayogi
অধ্যাপক	adhyapaka
সহযোগী	sahayogi
ডিগ্রী	digri
সহর্ষে	saharse
সহস্রাংশ	sahasransha
সহা	saha
সহানুভূতি	sahanubhuti
সহানুভূতি	sahanubhuti
প্রকাশ	prakasha
করা	kara
সহানুভূতির	sahanubhutira
সহায়	sahaya
সহায়ক	sahayaka
সহায়তা	sahayata
সহায়তাকারী	sahayatakari
সহিংস	sahinsa
সহোদর	sahodara
সহ্য	sahya
সহ্য	sahya
করা	kara
সহ্য	sahya
করার	karara
ক্ষমতা	ksamata
সাঁসাঁ	samsam
শব্দ	shabda
সাঁসাঁ	samsam
শব্দকর	shabdakara
সাঁজোয়া	samjoya
জাহাজ	jahaja
সাঁজোয়াযুক্ত	samjoyayukta
সাঁটে	same
লেখার	lekhara
সাঁড়াশী	samrashi
সাঁতলান	samtalana
সাঁতার	samtara
সাঁতার	samtara
কাটা	kaa
সাঁতারু	samtaru
সাঁতারের	samtarera
পোষাক	posaka
সাঁতারের	samtarera
হাফপ্যান্ট	haphapyana
সাং	sang
সাংগঠনিক	sangahanika
সাংবাদিক	sambadika
সাংবাদিকতা	sambadikata
সাইকেডেলিক	saikedelika
সাইকেল	saikela
সাইকোলজিস্ট	saikolajisa
সাইকোসোমাটিক	saikosomaika
সাইট	saia
সাইট	saia
সাইটগুলোতে	saiagulote
সাইড	saida
সাইড	saida
ডিশ	disha
সাইন	saina
ভাষা	bhasa
সাইরেন	sairena
সাউন্ডট্র্যাক	saundaryaka
সাক্ষাত্কার	saksatkara
সাক্ষাৎ	saksat
সাক্ষ্য	saksya
সাক্ষ্যদায়ক	saksyadayaka
সাগ্রহে	sagrahe
সাঙ্কেতিক	sanketika
সাচিবিক	sacibika
সাজঘর	sajaghara
সাজপোশাক	sajaposhaka
সাজপোশাকপ্রি়	sajaposhakapri
সাজভৃত্য	sajabhrtya
সাজসরঁজাম	sajasaramjama
সাজা	saja
সাজাইয়া	sajaiya
রাখা	rakha
সাজান	sajana
সাটিন	saina
সাড়া	sara
সাত	sata
সাতিশয়	satishaya
সাথী	sathi
সাদা	sada
করা	kara
সাদা	sada
পোশাকের	poshakera
সাদাসিধা	sadasidha
সাদৃশ্য	sadrshya
সাধ	sadha
সাধন	sadhana
করা	kara
সাধনা	sadhana
সাধা	sadha
সাধারণ	sadharana
সাধারণ	sadharana
অবেদনিক	abedanika
সাধারণ	sadharana
দোকান	dokana
সাধারণ	sadharana
নির্বাচনে	nirbacane
সাধারণ	sadharana
স্তরের	starera
সাধারণত	sadharanata
সাধারণতঃ	sadharanatah
সাধু	sadhu
সাধুবাদ	sadhubada
সাধ্য	sadhya
সাধ্যপাল	sadhyapala
সানগ্লাস	sanaglasa
সানন্দ	sananda
সানন্দে	sanande
সান্তা	santa
সান্ত্বনা	santbana
সান্দ্র	sandra
সান্দ্রতা	sandrata
সান্ধ্য	sandhya
প্রেমসংগীত	premasangita
সান্নিধ্য	sannidhya
সাফ	sapha
সাফল্য	saphalya
সাফল্যপূর্ণ	saphalyapurna
সাব	saba
সাবটাইটেল	sabaaiela
সাবধান	sabadhana
সাবধানতার	sabadhanatara
সাবধানে	sabadhane
সাবমেরিন	sabamerina
স্যান্ডউইচ	syandauica
সাবলীল	sabalila
সাবান	sabana
সাবানফেনা	sabanaphena
সাবুদ	sabuda
করা	kara
সাবেক	sabeka
সামগ্রিক	samagrika
সামঞ্জস্যহীনভাবে	samanjasyahinabhabe
সামনাসামনি	samanasamani
সামনে	samane
মানুষ	manusa
সামন্ততন্ত্র	samantatantra
সামন্ততান্ত্রিক	samantatantrika
সাময়িক	samayika
সাময়িক	samayika
আবাস	abasa
সাময়িক	samayika
সাময়িক	samayika
বিশ্রাম	bishrama
সাময়িক	samayika
যুদ্ধবিরতি	yuddhabirati
সামরিক	samarika
শাস্তিবিশেষ	shastibishesa
সামর্থ্য	samarthya
সামলান	samalana
সামাজিক	samajika
সামাজিক	samajika
কাজ	kaja
সামাজিক	samajika
গবেষণা	gabesana
সামাজিক	samajika
নিরাপত্তা	nirapatta
সামাজিক	samajika
নিরাপত্তা	nirapatta
সংখ্যা	sankhya
সামাজিক	samajika
প্রতিষ্ঠা	pratisha
লাভের	labhera
জন্য	janya
বিপরোয়া	biparoya
প্রতিযোগিতা	pratiyogita
সামাজিক	samajika
লতা	lata
সামাজিকভাবে	samajikabhabe
সামান্য	samanya
সামান্য	samanya
খোঁচা	khomca
সামান্য	samanya
ত্রুটি	trui
সামান্য	samanya
পার্থক্য	parthakya
সামান্য	samanya
বেতন	betana
সামান্য	samanya
সজ্জদ্রব্য	sajjadrabya
সামান্যীকরণ	samanyikarana
সামুদ্রি	samudri
পোনামাছবিশেষ	ponamachabishesa
সাম্প্রতিক	sampratika
সাম্য	samya
সাম্রাজ্য	samrajya
সাম্রাজ্যবাদ	samrajyabada
সাম্রাজ্যবাদী	samrajyabadi
সাম্রাজ্যের	samrajyera
রাজা	raja
সার	sara
সারকথা	sarakatha
সারগর্ভ	saragarbha
সারমর্ম	saramarma
সারস	sarasa
সারসংকলন	sarasankalana
সারসংক্ষেপ	sarasanksepa
করা	kara
সারা	sara
সারাংশ	saransha
সারি	sari
সার্চ	sarca
পার্টি	pari
সার্জন	sarjana
সার্জারি	sarjari
সার্জেণ্ট	sarjena
সার্ফ	sarpha
সার্ফবোর্ড	sarphaborda
সার্ফিং	sarphing
সার্বজনীনভাবে	sarbajaninabhabe
সার্বভৌম	sarbabhauma
সার্বভৌম	sarbabhauma
ক্ষমতা	ksamata
সার্ভার	sarbhara
সার্ভিস	sarbhisa
চার্জ	carja
সার্ভিস	sarbhisa
সেন্টার	senara
সালমোনেলা	salamonela
সালসা	salasa
সালাদ	salada
সালাদ	salada
ড্রেসিং	dresing
সালাদ	salada
বার	bara
সালামি	salami
সালিয়ানা	saliyana
সালিশ	salisha
সালিস	salisa
সালিসি	salisi
সালোকসংশ্লেষ	salokasanshlesa
সাশ্রয়ী	sashrayi
মূল্যের	mulyera
সাষ্টাঙ্গ	sasanga
প্রণাম	pranama
সাসপেনশন	sasapenashana
সাহস	sahasa
সাহস	sahasa
করা	kara
সাহসপূর্বক	sahasapurbaka
সাহসী	sahasi
সাহায্য	sahayya
সাহায্যকারী	sahayyakari
সাহায্যজনকভাবে	sahayyajanakabhabe
সাহিত্যপ্রতিভা	sahityapratibha
সিঁড়ি	simri
সিঁড়ি	simri
বেয়ে	beye
নিচে	nice
সিঁড়ির	simrira
পার্শ্বস্থ	parshbastha
রেলিং	reling
সিঁধ	simdha
কাটিয়া	kaiya
চুরি	curi
সিঁধ	simdha
কাটিয়া	kaiya
চুরি	curi
করা	kara
সিঁধেল	simdhela
চোর	cora
সিংহভাগ	sinhabhaga
সিংহাসন	sinhasana
সিকি	siki
সিক্ত	sikta
সিক্শ্চার	sikshcara
সিগনাল	siganala
সিগন্যালম্যান	siganyalamyana
সিঙ্ক	sinka
সিজোফ্রেনিয়া	sijophreniya
আক্রান্ত	akranta
সিদ্ধ	siddha
সিদ্ধ	siddha
করা	kara
সিদ্ধান্ত	siddhanta
সিদ্ধান্ত	siddhanta
করা	kara
সিদ্ধান্তগ্রহণ	siddhantagrahana
সিদ্ধি	siddhi
সিদ্ধিলাভ	siddhilabha
করা	kara
সিধা	sidha
করা	kara
সিনাগগ	sinagaga
সিনিয়র	siniyara
সিনিয়র	siniyara
হাই	hai
স্কুল	skula
সিন্ডিকেটেড	sindikeeda
সিন্ডিকেশন	sindikeshana
সিরাপ	sirapa
সিরাম	sirama
সিরিজ	sirija
সিরিয়াল	siriyala
নম্বর	nambara
সিরিশআঠা	sirishaaha
সিলিকোন	silikona
সীট	sia
বেল্ট	bela
সীত্সফ্রেনীয়্যা	sitsaphreniyya
সীফুড	siphuda
সীমা	sima
অতিক্রম	atikrama
করা	kara
সীমানা	simana
সীমানাহীন	simanahina
